Topics,Menus,Title,Authors,Date,Images,Text
United States,/world/us/,"Nearly two years later, US Senate confirms Garcetti as ambassador to India",Patricia Zengerle,2023-03-15 23:11:00+00:00,,"WASHINGTON, March 15 (Reuters) - The U.S. Senate confirmed President Joe Biden's nominee Eric Garcetti as ambassador to India on Wednesday, ending a nearly two-year nomination fight over allegations the former Los Angeles mayor mishandled workplace harassment complaints.
Senators backed Garcetti by 52-42, as seven Republicans joined the majority of Democrats in supporting Garcetti and three Democrats joined most Republicans in voting no.
The United States has not had an ambassador to New Delhi since January 2021, an absence that has loomed large as Washington looks to India to be a partner in efforts to push back against China's expanding power and influence.
""The United States-India relationship is extremely important and it's a very good thing we now have an ambassador,"" said Senate Majority Leader Chuck Schumer, who led a congressional delegation to India last month.
View 2 more stories 
Biden is eager to deepen ties with India, the world's largest democracy and a major U.S. trading partner, as part of his bid to win what he has framed as a contest between free and autocratic societies.
There are an estimated 2.7 million Indian immigrants living in the United States.
However, New Delhi has frustrated Washington by participating in military exercises with Russia and increasing purchases of the country's crude oil, an important source of funding for the war in Ukraine. India is also a major purchaser of Russian military equipment.
Biden nominated Garcetti for the post in July 2021 but he was held up partly due to questions about his handling of allegations of sexual harassment against an aide when he was mayor. Garcetti has denied wrongdoing.
Los Angeles mayor from 2013 until a term limit pushed him from office last year, Garcetti is close to Biden and co-chaired his 2020 presidential campaign.
Our Standards: The Thomson Reuters Trust Principles.
Thomson Reuters
Patricia Zengerle has reported from more than 20 countries, including Afghanistan, Iraq, Pakistan, Saudi Arabia and China. An award-winning Washington-based national security and foreign policy reporter who also has worked as an editor, Patricia has appeared on NPR, C-Span and other programs, spoken at the National Press Club and attended the Hoover Institution Media Roundtable. She is a recipient of the Edwin M. Hood Award for Diplomatic Correspondence.
"
United States,/world/us/,Grand jury in Georgia heard recording of Trump call to state House speaker -report,Eric Beech,2023-03-16 08:41:00+00:00,https://cloudfront-us-east-2.images.arcpublishing.com/reuters/67JLNO6RRRNF7AVIFXOQQINPEA.jpg,"WASHINGTON, March 15 (Reuters) - The Atlanta grand jury that probed ex-President Donald Trump's 2020 election meddling heard a taped telephone call he placed to Georgia's Republican House leader seeking to reverse Democrat Joe Biden's victory in that swing state, the Atlanta Journal-Constitution reported on Wednesday.
The existence of such a recording, or that it was played for the 23-member special grand jury during the course of its eight-month investigation, has not been previously reported.
Then-Georgia House Speaker David Ralston, since deceased, told local media in December 2020 that Trump had called him the day before asking him to convene a special session of the state legislature to overturn the presidential election results in Georgia.
The Atlanta Journal-Constitution said it learned that a recording of the Trump-Ralston call existed from the newspaper's own recent exclusive interview of five of the grand jurors who said they had heard it.
View 2 more stories 
The newspaper quoted one of the panelists it interviewed as saying that Ralston ""basically cut the president off"" without making any specific promises, telling Trump, ""'I will do everything in my power that I think is appropriate.'""
""He just basically took the wind of the sails,"" the juror told the newspaper, recounting that Trump then thanked Ralston, which at that point was ""all the president could say.""
Ralston and other state legislative leaders never called a special session, and the Georgia House speaker himself testified before the special Fulton County grand jury in July 2022, according to local media accounts. Ralston died about four months later, in November.
Unlike evidence and testimony examined in open court by trial juries in the United States, the proceedings of grand juries, which play a role in bringing criminal charges through indictments, are generally closed to the public.
The George elections grand jury also is known to have examined a previously disclosed call Trump made on Jan. 2, 2021, to then-Georgia Secretary of State Brad Raffensperger falsely claiming that the November election results were fraudulent.
In a recording of that call, which has been widely available to the public, Trump is heard asking Raffensperger to ""find 11,780 votes, which is one more than we have, because we won the state.""
The Wall Street Journal has posted a recording of yet another phone conversation Trump had with Raffensperger's chief investigator at the time, Frances Watson, who was conducting an audit of about 15,000 ballot signatures, urging her to find the ""dishonesty"" that he claimed without evidence had cost him the election.
The Journal-Constitution said the five grand jurors it interviewed - three men and two women - spoke on condition of anonymity to protect their safety and privacy, and declined to discuss parts of its final report that remain under seal.
That report, submitted to the Fulton County district attorney in January before the panel was dissolved, included who the grand jury recommended should be indicted.
In a previous interview with the Journal-Constitution, the jury foreperson, Emily Kohrs, said, ""it's not a short list"" when asked how many individuals the panel recommended be criminally charged.
The special grand jury, unlike a regular grand jury, was not empowered to issue indictments, only recommendations, and the decision on whether to press charges ultimately rests with the district attorney, Fani Willis.
Our Standards: The Thomson Reuters Trust Principles.
"
World,/world/us/,Grand jury in Georgia heard recording of Trump call to state House speaker -report,Eric Beech,2023-03-16 08:41:00+00:00,https://cloudfront-us-east-2.images.arcpublishing.com/reuters/67JLNO6RRRNF7AVIFXOQQINPEA.jpg,"WASHINGTON, March 15 (Reuters) - The Atlanta grand jury that probed ex-President Donald Trump's 2020 election meddling heard a taped telephone call he placed to Georgia's Republican House leader seeking to reverse Democrat Joe Biden's victory in that swing state, the Atlanta Journal-Constitution reported on Wednesday.
The existence of such a recording, or that it was played for the 23-member special grand jury during the course of its eight-month investigation, has not been previously reported.
Then-Georgia House Speaker David Ralston, since deceased, told local media in December 2020 that Trump had called him the day before asking him to convene a special session of the state legislature to overturn the presidential election results in Georgia.
The Atlanta Journal-Constitution said it learned that a recording of the Trump-Ralston call existed from the newspaper's own recent exclusive interview of five of the grand jurors who said they had heard it.
View 2 more stories 
The newspaper quoted one of the panelists it interviewed as saying that Ralston ""basically cut the president off"" without making any specific promises, telling Trump, ""'I will do everything in my power that I think is appropriate.'""
""He just basically took the wind of the sails,"" the juror told the newspaper, recounting that Trump then thanked Ralston, which at that point was ""all the president could say.""
Ralston and other state legislative leaders never called a special session, and the Georgia House speaker himself testified before the special Fulton County grand jury in July 2022, according to local media accounts. Ralston died about four months later, in November.
Unlike evidence and testimony examined in open court by trial juries in the United States, the proceedings of grand juries, which play a role in bringing criminal charges through indictments, are generally closed to the public.
The George elections grand jury also is known to have examined a previously disclosed call Trump made on Jan. 2, 2021, to then-Georgia Secretary of State Brad Raffensperger falsely claiming that the November election results were fraudulent.
In a recording of that call, which has been widely available to the public, Trump is heard asking Raffensperger to ""find 11,780 votes, which is one more than we have, because we won the state.""
The Wall Street Journal has posted a recording of yet another phone conversation Trump had with Raffensperger's chief investigator at the time, Frances Watson, who was conducting an audit of about 15,000 ballot signatures, urging her to find the ""dishonesty"" that he claimed without evidence had cost him the election.
The Journal-Constitution said the five grand jurors it interviewed - three men and two women - spoke on condition of anonymity to protect their safety and privacy, and declined to discuss parts of its final report that remain under seal.
That report, submitted to the Fulton County district attorney in January before the panel was dissolved, included who the grand jury recommended should be indicted.
In a previous interview with the Journal-Constitution, the jury foreperson, Emily Kohrs, said, ""it's not a short list"" when asked how many individuals the panel recommended be criminally charged.
The special grand jury, unlike a regular grand jury, was not empowered to issue indictments, only recommendations, and the decision on whether to press charges ultimately rests with the district attorney, Fani Willis.
Our Standards: The Thomson Reuters Trust Principles.
"
United States,/world/us/,Explainer: How recent lawsuits could affect access to abortion pills,Brendan Pierson,2023-03-16 00:36:00+00:00,,"March 15 (Reuters) - A federal judge in Texas held a hearing on Wednesday in a case seeking to ban the abortion drug mifepristone nationwide, while at least three other lawsuits seek to expand access to it. Below is a guide to what is at stake.
Medication abortion is a two-drug regimen consisting of mifepristone followed by misoprostol used to terminate a pregnancy within the first 10 weeks. Medication abortion, which accounts for more than half of U.S. abortions, has been under increasing scrutiny since the U.S. Supreme Court last June reversed its landmark 1973 ruling in Roe v. Wade, which had guaranteed abortion rights nationwide.
Last November, anti-abortion groups sued the U.S. Food and Drug Administration in Amarillo, Texas, federal court, claiming that the agency was wrong to approve mifepristone in 2000 because it did not adequately consider its safety. The groups are asking for a preliminary order, or injunction, undoing the FDA's approval while the lawsuit proceeds.
Meanwhile, at least three separate lawsuits were filed earlier this year seeking to expand access to mifepristone.
View 2 more stories 
In February, twelve Democratic state attorneys general sued the FDA to challenge the agency's requirement that doctors who prescribe it, and pharmacies that dispense it, obtain a special certification, arguing those limits were not supported by evidence.
In another lawsuit in West Virginia, generic mifepristone maker GenBioPro is asking a federal judge to block West Virginia, which has a near-total abortion ban, from prohibiting sales of the pills.
In the third lawsuit, a North Carolina doctor is seeking to block that state's restrictions on the drug, which include requirements that it be obtained in person from a physician at specially licensed facilities following mandatory counseling. The state is one of 16 that allow abortion under some circumstances, but impose additional restrictions on mifepristone that make it harder to access.
The West Virginia and North Carolina lawsuits rely on a long-established legal doctrine known as federal preemption, under which federal law - in this case, the FDA's authority to approve and regulate drugs - overrides conflicting state law.
[1/7] Kathy Thomas holds a “abortion is healthcare” sign during the Women's March protest outside of the Federal Courthouse against U.S. District Judge Matthew Kacsmaryk as he hears a motion by anti-abortion groups led by Alliance for Hippocratic Medicine to pull mifepristone, a drug used in medication abortion, off the market, in Amarillo, Texas, U.S., March 15, 2023. REUTERS/Annie Rice 
A plaintiffs' victory in Texas could completely remove mifepristone from the market nationwide, since federal judges have the power in some cases to issue injunctions that reach beyond their own districts to encompass the whole country. The FDA said in a recent court filing that pulling the drug off the market would dramatically harm patients, forcing them to have unnecessary, and sometimes riskier, surgical abortions and subjecting them to long wait times.
Abortion providers have raised the possibility of prescribing misoprostol alone for medication abortion, which is not a use approved by the FDA but is in some other countries. Such off-label prescribing is generally legal, but it is not clear how many providers would adopt it.
Legal experts say that challenging FDA approval long after the fact on alleged safety grounds has no obvious precedent, and the plaintiffs will need to show a legal reason to overcome the normal six-year statute of limitations.
By filing in Amarillo, however, the plaintiffs have ensured that their case went to U.S. District Judge Matthew Kacsmaryk, an outspoken conservative appointed to the federal bench by former Republican President Donald Trump, who has been friendly to conservative causes in past cases.
During Wednesday's hearing, Kacsmaryk thoroughly questioned both sides but did not clearly signal how he would rule. He raised the possibility of a narrower order than the plaintiffs are seeking, which could leave the drugs on the market, but reimpose restrictions lifted by the Biden administration, including a requirement that mifepristone be dispensed in person.
The FDA would seek an emergency stay of any injunction while it appeals to the 5th U.S. Circuit Court of Appeals. That court is also known as conservative, with a majority of judges appointed by Republicans. But some abortion rights advocates have said they believe it would be more cautious about pulling an FDA-approved drug. Whichever way the 5th Circuit rules, the case is likely to then be appealed to the U.S. Supreme Court.
Kacsmaryk said at the March 15 hearing that he would rule as soon as possible.
Our Standards: The Thomson Reuters Trust Principles.
Thomson Reuters
Brendan Pierson reports on product liability litigation and on all areas of health care law. He can be reached at brendan.pierson@thomsonreuters.com.
"
United States,/world/us/,Wisconsin man pleads guilty to role in plot to kidnap Michigan governor,Tyler Clifford,2023-03-15 18:58:00+00:00,https://cloudfront-us-east-2.images.arcpublishing.com/reuters/NYE3WY46PRKLDCOCCYLFUHQH3U.jpg,"March 15 (Reuters) - A Wisconsin man pleaded guilty on Wednesday to a reduced charge for his role in a foiled plot to kidnap Michigan Governor Gretchen Whitmer, handing another victory to prosecutors who have viewed the scheme as domestic terrorism.
Michigan prosecutors accused Brian Higgins, 54, of aiding the conspiracy by surveilling the Democratic governor's vacation home. As part of a plea deal, he admitted in Antrim County court that he attempted to provide material support for terrorism and agreed to cooperate with prosecutors, Michigan Attorney General Dana Nessel said in a statement.
Higgins, who faces up to five years in prison, will testify against four men who will go on trial on related charges later this year.
Michael Naughton, an attorney listed for Higgins, did not immediately return a request for comment.
Prosecutors initially charged Higgins with providing material support for a terrorist act, along with the four men who are also accused of firearm violations. The remaining defendants could face 20 years if convicted of the terrorism charge alone.
View 2 more stories 
They are among more than a dozen suspects who were arrested in connection to the plot in October 2020. Last year, seven men were convicted and sentenced for related crimes. Two others were acquitted of charges.
In the previous cases in Jackson County and federal court, prosecutors argued the alleged conspirators were affiliated with right-wing militia groups who opposed public health measures that Whitmer imposed during the early days of the COVID-19 pandemic.
The group planned to break into Whitmer's vacation home, kidnap her and take her at gunpoint to stand ""trial"" on treason charges, all part of an effort to spark a ""second American Revolution"" prior to a contentious 2020 presidential election, prosecutors said.
Adam Fox, the alleged ringleader, and Barry Croft, Jr., were sentenced to 16 years and more than 19 years, respectively, after being convicted of domestic terrorism, conspiracy to kidnap and other crimes in a second federal trial.
Two others on trial with them were found not guilty in April 2022. The same jury failed to reach a verdict for Fox and Croft, resulting in a mistrial.
Two other men, Ty Garbin and Kaleb Franks, pleaded guilty and cooperated with federal prosecutors. They were sentenced to 2-1/2 years and four years in prison, respectively.
Three other men received sentences of between 7 and 12 years after they were convicted in state court of playing supporting roles in the plot.
This month, Attorney General Nessel said she herself was among potential targets of a man who federal prosecutors say threatened to kill employees of the state of Michigan who are Jewish.
Our Standards: The Thomson Reuters Trust Principles.
"
United States,/world/us/,U.S. Copyright Office says some AI-assisted works may be copyrighted,Blake Brittain,2023-03-15 21:49:00+00:00,,"March 15 (Reuters) - The U.S. Copyright Office issued new guidance on Wednesday to clarify when artistic works created with the help of artificial intelligence are copyright eligible.
Building on a decision it issued last month rejecting copyrights for images created by the generative AI system Midjourney, the office said copyright protection depends on whether AI's contributions are ""the result of mechanical reproduction,"" such as in response to text prompts, or if they reflect the author's ""own mental conception.""
""The answer will depend on the circumstances, particularly how the AI tool operates and how it was used to create the final work,"" the office said.
The office had no comment on the guidance.
Generative AI systems like Midjourney, ChatGPT and DALL-E, which create text and images in response to human instructions, have recently skyrocketed in popularity. Microsoft-backed OpenAI on Tuesday released GPT-4, an upgraded version of ChatGPT.
View 2 more stories 
The Copyright Office weighed in for the first time last month on whether its output is copyrightable, finding Midjourney-generated images in Kris Kashtanova's comic book ""Zarya of the Dawn"" could not be protected, though Kashtanova's text and unique arrangement of the book's elements could.
The office reiterated Wednesday that copyright protection depends on the amount of human creativity involved, and that the most popular AI systems likely do not create copyrightable work.
""Based on the Office's understanding of the generative AI technologies currently available, users do not exercise ultimate creative control over how such systems interpret prompts and generate material,"" the office said. ""Instead, these prompts function more like instructions to a commissioned artist.""
Creative modifications and arrangements of AI-created work, like Kashtanova's comic, can still be copyrighted, and the office said its policy ""does not mean that technological tools cannot be part of the creative process.""
""In each case, what matters is the extent to which the human had creative control over the work's expression and actually formed the traditional elements of authorship,"" the office said.
The office also said that copyright applicants must disclose when their work includes AI-created material, and that previously filed applications that do not disclose AI's role must be corrected.
Our Standards: The Thomson Reuters Trust Principles.
Thomson Reuters
Blake Brittain reports on intellectual property law, including patents, trademarks, copyrights and trade secrets, for Reuters Legal. He has previously written for Bloomberg Law and Thomson Reuters Practical Law and practiced as an attorney. Contact: 12029385713
"
Aerospace & Defense,/business/aerospace-defense/,Poland to send Ukraine four MiG-29 jets in coming days,Reuters,2023-03-16 14:11:00+00:00,,"WARSAW, March 16 (Reuters) - Poland will send Ukraine four MiG-29 fighter jets in coming days, the president said on Thursday, making it the first of Kyiv's allies to provide such aircraft.
One of Ukraine's staunchest supporters, Warsaw has taken a leading role in persuading sometimes hesitant allies to provide Kyiv with heavy weaponry. It has said that any transfer of jets would be as part of a coalition.
""Firstly, literally within the next few days, we will hand over, as far as I remember, four aircraft to Ukraine in full working order,"" Andrzej Duda told a news conference.
""The rest are being prepared, serviced.""
On Tuesday, Polish Prime Minister Mateusz Morawiecki said that deliveries could be made in four to six weeks.
Duda said that Poland had roughly 10-20 MiG 29 jets.
NATO allies in the former communist east such as Poland and Slovakia have been particularly vocal supporters of Kyiv since Russia invaded Ukraine on Feb. 24, 2022.
Slovakia has also been considering whether to send MiG-29s to Ukraine but has yet to reach a decision.
View 2 more stories 
Denmark's Prime Minister Mette Frederiksen said on Thursday that the debate about sending fighter jets was ongoing.
""This is something we're discussing in the group of allied countries. It's a big wish from Ukraine,"" she said.
Poland has sent 14 German-made Leopard 2 tanks to Ukraine.
Asked last week how many MiG-29s Warsaw might supply, the head of the president's office, Pawel Szrot, said it would ""certainly not"" be as many as 14.
Our Standards: The Thomson Reuters Trust Principles.
"
Aerospace & Defense,/business/aerospace-defense/,Branson's Virgin Orbit explores options as cash woes force operational halt,Reuters,2023-03-16 13:59:00+00:00,,"March 16 (Reuters) - Billionaire Richard Branson's Virgin Orbit (VORB.O) said it was exploring strategic opportunities and was in talks for potential funding after a cash crunch forced the satellite launch company to pause operations starting Thursday.
The operational halt is expected to continue until March 21, said Virgin Orbit, which has furloughed nearly all its employees, a source familiar with the matter said on Wednesday.
The furlough is intended to buy the company time to finalize a new investment plan, Chief Executive Dan Hart said in a staff meeting, according to the source.
Shares sank 45% in premarket trading on Thursday, leaving Virgin Orbit with a market capitalization of just around $200 million. That's a far cry from the more than $3 billion valuation the company fetched in 2021 when it went public through a blank-check deal.
View 2 more stories 
The stark drop reflects a downturn in investor appetite for space startups such as Virgin Orbit and Rocket Lab USA (RKLB.O), which saw its stock fall about 70% last year, as well as the challenges faced by these companies in efforts to send their rockets to orbit.
Virgin Orbit in November cut its target for mission launches in 2022. Its rocket LauncherOne in January failed a mission to deploy nine small satellites into lower Earth orbit due to an anomaly during its flight through space.
The company booked a loss of nearly $44 million in the third quarter ended Sept. 30 and had cash reserves of about $71 million at the time, a sharp drop from $122.1 million as of June-end. It has not announced a date for its fourth-quarter results.
It has since made efforts to boost its cash position; about$10 million was raised last month and a $25 million investment in November from Branson's Virgin Investments - its majority shareholder with a stake of about 75%.
Our Standards: The Thomson Reuters Trust Principles.
"
Aerospace & Defense,/business/aerospace-defense/,Branson's Virgin Orbit explores options as cash woes force operational halt,Reuters,2023-03-16 14:17:00+00:00,,"March 16 (Reuters) - Billionaire Richard Branson's Virgin Orbit (VORB.O) said on Thursday that it was exploring strategic options and was in talks for funding after a cash crunch forced the satellite launch company to pause operations.
The temporary halt is expected to continue until March 21, Virgin Orbit said in a regulatory filing.
The company has furloughed nearly all its employees, a move aimed at helping it buy more time to finalize a new investment plan, Reuters reported on Wednesday, citing a source.
Shares of Virgin Orbit fell 31% in morning trading on Thursday, pulling the company's market capitalization down to about $230 million. That's a far cry from the more than $3 billion valuation it had commanded in 2021 after going public in a blank-check deal.
The steep drop reflects waning investor interest in space startups such as Virgin Orbit and Rocket Lab USA (RKLB.O) as they struggle with rocket launches in a highly competitive market. Rocket Lab shares tumbled about 70% last year.
View 2 more stories 
Virgin Orbit's rocket LauncherOne in January failed a mission to deploy nine small satellites into lower Earth orbit due to an anomaly during its flight through space. The company in November cut its target for mission launches in 2022.
The company also booked a loss of nearly $44 million for the third quarter ended Sept. 30. It had cash reserves of about $71 million at the time, a sharp drop from $122.1 million as of June-end. Virgin Orbit has not announced a date for its fourth-quarter results.
The company raised about $10 million last month and $25 million in November from Branson's Virgin Investments - its majority shareholder with a stake of about 75%.
Our Standards: The Thomson Reuters Trust Principles.
"
Business,/business/aerospace-defense/,Branson's Virgin Orbit explores options as cash woes force operational halt,Reuters,2023-03-16 13:59:00+00:00,,"March 16 (Reuters) - Billionaire Richard Branson's Virgin Orbit (VORB.O) said it was exploring strategic opportunities and was in talks for potential funding after a cash crunch forced the satellite launch company to pause operations starting Thursday.
The operational halt is expected to continue until March 21, said Virgin Orbit, which has furloughed nearly all its employees, a source familiar with the matter said on Wednesday.
The furlough is intended to buy the company time to finalize a new investment plan, Chief Executive Dan Hart said in a staff meeting, according to the source.
Shares sank 45% in premarket trading on Thursday, leaving Virgin Orbit with a market capitalization of just around $200 million. That's a far cry from the more than $3 billion valuation the company fetched in 2021 when it went public through a blank-check deal.
View 2 more stories 
The stark drop reflects a downturn in investor appetite for space startups such as Virgin Orbit and Rocket Lab USA (RKLB.O), which saw its stock fall about 70% last year, as well as the challenges faced by these companies in efforts to send their rockets to orbit.
Virgin Orbit in November cut its target for mission launches in 2022. Its rocket LauncherOne in January failed a mission to deploy nine small satellites into lower Earth orbit due to an anomaly during its flight through space.
The company booked a loss of nearly $44 million in the third quarter ended Sept. 30 and had cash reserves of about $71 million at the time, a sharp drop from $122.1 million as of June-end. It has not announced a date for its fourth-quarter results.
It has since made efforts to boost its cash position; about$10 million was raised last month and a $25 million investment in November from Branson's Virgin Investments - its majority shareholder with a stake of about 75%.
Our Standards: The Thomson Reuters Trust Principles.
"
Business,/business/aerospace-defense/,Branson's Virgin Orbit explores options as cash woes force operational halt,Reuters,2023-03-16 14:17:00+00:00,,"March 16 (Reuters) - Billionaire Richard Branson's Virgin Orbit (VORB.O) said on Thursday that it was exploring strategic options and was in talks for funding after a cash crunch forced the satellite launch company to pause operations.
The temporary halt is expected to continue until March 21, Virgin Orbit said in a regulatory filing.
The company has furloughed nearly all its employees, a move aimed at helping it buy more time to finalize a new investment plan, Reuters reported on Wednesday, citing a source.
Shares of Virgin Orbit fell 31% in morning trading on Thursday, pulling the company's market capitalization down to about $230 million. That's a far cry from the more than $3 billion valuation it had commanded in 2021 after going public in a blank-check deal.
The steep drop reflects waning investor interest in space startups such as Virgin Orbit and Rocket Lab USA (RKLB.O) as they struggle with rocket launches in a highly competitive market. Rocket Lab shares tumbled about 70% last year.
View 2 more stories 
Virgin Orbit's rocket LauncherOne in January failed a mission to deploy nine small satellites into lower Earth orbit due to an anomaly during its flight through space. The company in November cut its target for mission launches in 2022.
The company also booked a loss of nearly $44 million for the third quarter ended Sept. 30. It had cash reserves of about $71 million at the time, a sharp drop from $122.1 million as of June-end. Virgin Orbit has not announced a date for its fourth-quarter results.
The company raised about $10 million last month and $25 million in November from Branson's Virgin Investments - its majority shareholder with a stake of about 75%.
Our Standards: The Thomson Reuters Trust Principles.
"
Aerospace & Defense,/business/aerospace-defense/,"Airbus is tackling supply chain problems, senior executive says",Reuters,2023-03-16 10:26:00+00:00,https://cloudfront-us-east-2.images.arcpublishing.com/reuters/OKWMWXNIIJNRNKSKAFGG4BQBU4.jpg,"HAMBURG, March 16 (Reuters) - Planemaker Airbus (AIR.PA) has measures in place to stabilise global pressure on its supply chains, a senior manufacturing executive said on Thursday.
Airbus Aerostructures Chief Executive Andre Walter said it is making increased checks about the financial health of small suppliers. Speaking to French reporters in Hamburg, he did not comment on the scare in the banking sector, but said Airbus is not seeing a surge in the number of firms with problems.
Walter, who is the senior commercial manufacturing executive for Airbus in Germany, said the planemaker ended 2022 with A320-family production of 45 aircraft a month and reiterated plans to introduce the new A321XLR to service in second-quarter 2024. Airbus has sold 560 of its longest-range single-aisle model.
Shares in Airbus were trading about 1% higher at 1000 GMT.
Our Standards: The Thomson Reuters Trust Principles.
"
Aerospace & Defense,/business/aerospace-defense/,Rheinmetall optimistic for 2023 as defence spending rises,Reuters,2023-03-16 12:02:00+00:00,https://cloudfront-us-east-2.images.arcpublishing.com/reuters/CCZTSQKOFBOVBIBIZ53O4UJMDU.jpg,"BERLIN, March 16 (Reuters) - Rheinmetall (RHMG.DE) expects a strong 2023 after the German defence contractor reported its highest-ever operating result for last year due to the Ukraine war and increased defence spending in Europe.
Rheinmetall said the changes in defence policy had put the group in a promising position in terms of an increase in defence capability, with security-related products in Germany and partner countries.
""The war in Europe has also ushered in a new era for Rheinmetall,"" Chief Executive Armin Papperger said on Thursday.
Papperger told reporters he expected 2023 to be a record year for order intake, with the backlog increasing substantially from the 26.6 billion euros ($28.22 billion) last year due to major orders from military customers.
In particular, the weapon and ammunition division order volume more than doubled in 2022 to nearly 3 billion euros.
View 2 more stories 
Some projects on the horizon include a tank factory in Ukraine, which Papperger expects Kyiv and Berlin to decide on in the next two months, and a weapons factory in eastern Germany set to be decided within weeks.
Rheinmetall could cover about 50% of Ukraine's ammunition needs, Papperger said.
Ukraine's foreign minister this month urged Germany to speed up ammunition supplies, calling shortages the ""number one"" problem in Ukraine, and said manufacturers were ready to deliver but were waiting for the government to sign contracts.
The company, which recently joined Germany's DAX blue-chip index, reported 2022 earnings before interest and taxes (EBIT before special items) of 754 million euros, up 27% compared with the year before and a new record.
The operating profit margin is expected to reach roughly 12% this year after growing to 11.8% in 2022 from 10.5% in 2021.
Sales hit 6.4 billion euros, the company said, confirming preliminary results reported in January that were below Rheinmetall's 2022 outlook.
The company had cited advance investments in its defence business and a slower-than-expected recovery of automotive markets as reasons for the lower than expected outcome.
The company now expects 2023 sales to reach between 7.4 billion and 7.6 billion euros before mergers and acquisition effects, it said.
($1 = 0.9425 euros)
Our Standards: The Thomson Reuters Trust Principles.
"
Aerospace & Defense,/business/aerospace-defense/,Boeing issues upbeat jet finance outlook amid market turbulence,Aishwarya Nair,2023-03-15 23:46:00+00:00,https://cloudfront-us-east-2.images.arcpublishing.com/reuters/Y3VFERF4LJMOBKSXKRDITFNIYI.jpg,"March 15 (Reuters) - Boeing Co (BA.N) predicted a surge in worldwide aircraft financing towards pre-pandemic levels this year, highlighting a rebound in demand for air travel just as aviation was swept up in a stock market rout over banking sector woes on Wednesday.
The availability of finance for the 1,000 or more new jetliners rolling off production lines each year is a key barometer for the $100-billion-plus a year jet industry, dominated by Boeing and its European rival Airbus (AIR.PA).
But publication of Boeing's widely watched annual forecasts coincided with the loss of billions of dollars of value in planemakers, airlines and travel firms as concerns over Credit Suisse (CSGN.S) washed through global markets.
Any new financial crisis could affect business and consumer confidence and cut demand for premium travel as bankers and other high-value customers rein in spending, putting pressure on airline profitability and jet demand, executives said.
View 2 more stories 
Aviation is also widely seen as vulnerable to any downturn in an economy already scarred by inflation, with United Airlines UAL.O shares falling this week after it signaled demand during off-peak months was waning.
Still, Boeing forecasts drawn up before this week's chill in the banking sector, and published on Wednesday, suggest airlines will absorb $94 billion in delivery funding this year, close to $98 billion seen in 2019 and well above $69 billion last year.
Boeing said it was seeing increased interest from financiers and investors to aid commercial airplane deliveries.
Cash continues to be a significant source of funding as airlines improve their operations and lighten balance sheets stretched by the pandemic. But Boeing said capital markets, bank debt and government export credits would all expand this year.
""This positive trend reaffirms that our industry's fundamentals are strong and aircraft financiers and investors are well positioned as travel continues to recover,"" said Rich Hammond, vice president of Customer Finance at Boeing.
Boeing closed down 4.4% after falling as much as 7% as a slump in Credit Suisse sent shares lower everywhere.
For now, airline executives said, the Credit Suisse upset is viewed as a relatively isolated issue rather than a repeat of the liquidity crisis which rocked aviation and other sectors in 2008-2009.
Boeing's forecast was the first since the planemaker folded decades-old standalone financing arm Boeing Capital into its airplanes unit as part of a corporate streamlining.
Anchored mainly in Dublin, the fast-growing aircraft financing sector has benefited from investors chasing relatively high dollar-denominated returns during the decade of central bank stimulus that followed the global financial crisis.
Financiers at the industry's annual summit in January said ample funds remained for aviation but at tighter conditions, given rising interest rates and a sharper focus on quality.
Leasing firms may face more competition from other sources of finance this year, Boeing predicted in Wednesday's report.
Our Standards: The Thomson Reuters Trust Principles.
"
